Itemno,Itembrand,Itemname,Itemprice,Itemscore,Itemshop
B884243245,삼성전자,무한 컬러레이저프린터 SL-C510 연관상품,"159,000원",후기평점 4.6점,laonink
C789824866,삼성전자 공식 셀러,베젤리스 F24T450FZ 60cm IPS 모니터 피벗 스피커내장 연관상품,"233,000원",,
B643660078,삼성전자,삼섬 정품 SL-J1660 INK-M180 무한잉크 검정카트리지 연관상품,"36,000원",후기평점 4.5점,inkstyle
B707175431,삼성전자,삼성 C27R502 68cm LED 커브드 PC 모니터 (재고보유-오늘출발),"209,000원",후기평점 4.7점,2248147347
C902719012,삼성전자 공식 셀러,삼성전자 비스포크 제트 물걸레브러시 VCA-WBA95B 물분사 연관상품,"149,000원",,dgtmart
C665220112,삼성전자,삼성 CLT-P510C 정품토너 벌크 4색세트 K510S+C510S+M510S+Y510S SL-C510 C513 C563 W FW,"148,000원",후기평점 4.7점,laonink
B328844995,삼성전자,삼성 재생토너 CLT-K515S SL-C565FW C515W C565F 검정 연관상품,"18,500원",후기평점 4.4점,high8844
C204816125,삼성전자 공식 셀러,공식인증 SSD 980 PRO 500GB NVMe M.2 PCIe 4.0 MZ-V8P500BW 정품 연관상품,"113,000원",후기평점 4.9점,digitalsell
B489165190,삼성전자 공식 셀러,삼성전자 SPA-JKA1BUB 유선키보드 USB연결방식 키스킨제공 연관상품,"16,900원",후기평점 4.8점,monikhan
C421618826,삼성전자 공식 셀러,마이크로SD카드 EVO PLUS 256GB MB-MC256KA/KR 공식인증 연관상품,"21,000원",후기평점 4.8점,samsungmemory
C936475442,삼성전자,노트북9 NT911S3L i5 램4G SSD128G Win10 중고 A급,"208,050원",,refurkorea
C584188752,삼성전자 공식 셀러,삼성전자 삼성 MLT-K250L 대용량 정품토너,"129,000원",후기평점 5점,dscnb
C281361072,삼성전자 공식 셀러,베젤리스 F24T350 60cm LED 컴퓨터 모니터 IPS 75Hz 연관상품,"154,000원",후기평점 4.7점,
C723420358,삼성전자,갤럭시 Z폴드4 Z폴드3 Z폴드2 F936 F926 case/최고급/가죽/사피아노/카드/수납/지갑형/정품/범퍼,"59,900원",후기평점 4.1점,appleqook3
C330075473,삼성전자 공식 셀러,스마일 SPA-JMA1PUW 저소음 화이트마우스 USB연결타입 연관상품,"9,900원",후기평점 4.7점,
C930268799,삼성전자 공식 셀러,스마트싱스 스테이션 스마트허브 무선충전기 EP-P9500 사은품증정 SmartThings Station,"104,000원",,mdti
B324562778,삼성전자,삼성재생토너 MLT-D111S D115L CLT-K403S K404S K405S,"20,400원",후기평점 4.8점,gozipa
C236587838,삼성전자 공식 셀러,공식인증 USB 3.1 BAR PLUS 64GB MUF-64BE3/APC 연관상품,"15,300원",후기평점 4.8점,samsungmemory
C953655164,삼성전자,삼성 정품 갤럭시 S23 울트라 액정 보호 필름 스크린 프로텍터 2매 연관상품,"12,390원",후기평점 4.4점,ssotoryshop
A853669370,삼성전자,CLT-K404S 토너반납조건 SL-C433 C483W C483FW 재생 연관상품,"17,500원",후기평점 4.9점,diotoner
B901174327,삼성전자,DDR4 8G PC4-25600 메모리 램8기가 RAM 데스크탑 램 연관상품,"27,500원",후기평점 4.8점,kimscom0
B360042940,삼성전자,컴퓨터 고음질 스피커 게이밍 노트북 PC USB SMS-M60U 연관상품,"23,900원",후기평점 4.7점,the0710
C472847985,삼성전자,삼성 갤럭시 Z폴드3/2 5G/플립/지갑/최고급 Diary/정품/프리미엄 Case,"49,900원",후기평점 4.2점,appleqook2
C979333535,삼성전자 공식 셀러,SM-MG100B 멀티페어링 블루투스 무선마우스,"28,900원",후기평점 4점,monikhan
C935028434,삼성전자 공식 셀러,삼성 정품 갤럭시S23 울트라 레더 가죽 케이스 EF-VS918 연관상품,"47,300원",후기평점 4.6점,mdti
C630846599,삼성전자,삼성 NT551EAA i5-8250U 16G SSD256G+500G 15FHD 윈10 연관상품,"449,000원",후기평점 5점,dodam1024
C965572835,삼성전자 공식 셀러,안티 탱글 싸이클론 유선 진공청소기 VC33M3120LU 3중청정클린 엉킴방지,"119,000원",후기평점 4.1점,dgtmart
C336459893,삼성전자,삼성 재생토너 MLT-D111S D115L CLT-K404S K403S,"24,500원",후기평점 4.6점,gozipa
C829589401,삼성전자 노트북플러스,노트북 플러스2 NT550XDA-K14A 셀러론 램 8GB NVMe 128GB 윈도우11 프로 연관상품,"449,000원",후기평점 4.5점,hajucnc
B803381374,삼성전자 공식 셀러,SL-C563FW 토너포함 컬러레이저팩스복합기/프린터기 와이파이/네트워크/정부24지원 연관상품,"359,000원",후기평점 4.7점,
C824005518,삼성전자 공식 셀러,인버터 벽걸이에어컨 AR11B9150HZS 전국기본설치포함 연관상품,"1,189,000원",후기평점 5점,dgtmart
C221044056,삼성전자 비스포크 공식 셀러,비스포크 김치플러스 김치냉장고 RQ33A74C1AP 키친핏 1등급 3도어 색상선택 공식인증점,"1,339,000원",후기평점 4.8점,munsung
C650674835,삼성전자 공식 셀러,삼성 창문형 에어컨 AW05B5171BWA 매립형 자가설치 연관상품,"641,820원",,tminc
C315396514,삼성전자 공식 셀러,삼성 KU55UA8070FXKR 138cm UHD 스마트 TV 스탠드형,"859,000원",후기평점 4.8점,dawonp1
B835041204,삼성전자,삼성 커브드 모니터 80.1Cm 32인치 인피니티 C32R500F (재고보유-오늘출발) 연관상품,"264,000원",후기평점 4.6점,2248147347
C710593085,삼성전자,갤럭시 노트20 중고폰 공기계 중고 알뜰폰 특S급,"379,000원",후기평점 5점,Helloglobal1
C327000676,삼성전자 공식 셀러,일체형PC DM530ADA-L25A 컴퓨터 데스크탑 올인원PC 할인가 64만원 윈도우11포함 연관상품,"678,000원",후기평점 4.9점,iwizcommunity
B858840489,삼성전자 공식 셀러,SL-C563FW 컬러 레이저 복합기 정품토너포함 +포토후기 사은품+오늘출발+ 연관상품,"359,000원",후기평점 4.6점,clickprint
B483626730,삼성전자,삼성 SL-J1660 무한잉크복합기 잉크젯 프린터기 초특가 연관상품,"109,800원",후기평점 4.8점,incunex
B893850210,삼성전자 공식 셀러,SL-C563W 컬러 레이저 복합기 토너포함 +포토후기 이벤트+ 연관상품,"289,000원",후기평점 4.8점,
C292055574,삼성전자 공식 셀러,식기세척기 DW60T7075FG 12인용 3단수납 빌트인 설치 공식인증점 연관상품,"830,000원",후기평점 4.8점,munsung
B806558078,삼성전자 공식 셀러,SL-C563FW 컬러 레이저복합기 팩스 프린터 인쇄 복사 스캔 WiFi 무선 지원 모바일출력 자동급지 토너포함S 연관상품,"359,000원",후기평점 4.6점,
B870674226,삼성전자 공식 셀러,SL-M2085W 흑백 레이저 복합기 토너포함 +오늘출발+,"1,161,570원",후기평점 4.4점,clickprint
C585142036,삼성전자 공식 셀러,삼성공식파트너 JBL LIVE PRO2 노이즈캔슬링 블루투스 이어폰 구매후기 상품권 이벤트 연관상품,"139,000원",후기평점 4.8점,SamsungJBL
B806551460,삼성전자 공식 셀러,SL-M2030 흑백 레이저프린터 레이져 프린터기 사무용 가정용 토너포함S 연관상품,"99,000원",후기평점 4.7점,
D217556612,삼성전자,삼성 QLED TV (KQ43QB60AFXKR) 43인치 스탠드형 연관상품,"678,000원",,eselectronic
B768585621,삼성전자 공식 셀러,SL-C563FW 팩스 레이저복합기 프린터 / 토너포함 (SU) /상품평이벤트 신세계 2만원 연관상품,"359,000원",후기평점 4.6점,
B795368357,삼성전자 공식 셀러,SL-M2080 토너포함 흑백레이저복합기/프린터기 정부24지원 연관상품,"159,000원",후기평점 4.7점,
B558395667,삼성전자 공식 셀러,SL-J1560W 정품무한 잉크젯복합기 프린터 WiFi 무선 지원 모바일출력 잉크포함 연관상품,"169,000원",후기평점 4.8점,incomss
B859879424,삼성전자 공식 셀러,SL-M2077F 흑백 레이저 복합기 토너포함 +내일도착+ 연관상품,"199,000원",후기평점 4.6점,
B575454891,삼성전자 공식 셀러,삼성전자 RT25NARAHS8 일반냉장고 255L 2도어 연관상품,"409,000원",후기평점 4.7점,hs51987
B765792582,삼성전자 공식 셀러,SL-C513W 무선 레이저프린터 레이져 / 토너포함 (SU) /상품평이벤트 신세계 1만원 연관상품,"199,000원",후기평점 4.6점,
C267489865,삼성젠�복합기 팩스 프린터 인쇄 복사 스캔 WiFi 무선 지원 모바일출력 자동급지 토너포함S 연관상품,"359,000원",후기평점 4.6점,
B870674226,삼성전자 공식 셀러,SL-M2085W 흑백 레이저 복합기 토너포함 +오늘출발+,"1,161,570원",후기평점 4.4점,clickprint
C585142036,삼성전자 공식 셀러,삼성공식파트너 JBL LIVE PRO2 노이즈캔슬링 블루투스 이어폰 구매후기 상품권 이벤트 연관상품,"139,000원",후기평점 4.8점,SamsungJBL
B806551460,삼성전자 공식 셀러,SL-M2030 흑백 레이저프린터 레이져 프린터기 사무용 가정용 토너포함S 연관상품,"99,000원",후기평점 4.7점,
D217556612,삼성전자,삼성 QLED TV (KQ43QB60AFXKR) 43인치 스탠드형 연관상품,"678,000원",,eselectronic
B768585621,삼성전자 공식 셀러,SL-C563FW 팩스 레이저복합기 프린터 / 토너포함 (SU) /상품평이벤트 신세계 2만원 연관상품,"359,000원",후기평점 4.6점,
B795368357,삼성전자 공식 셀러,SL-M2080 토너포함 흑백레이저복합기/프린터기 정부24지원 연관상품,"159,000원",후기평점 4.7점,
B558395667,삼성전자 공식 셀러,SL-J1560W 정품무한 잉크젯복합기 프린터 WiFi 무선 지원 모바일출력 잉크포함 연관상품,"169,000원",후기평점 4.8점,incomss
B859879424,삼성전자 공식 셀러,SL-M2077F 흑백 레이저 복합기 토너포함 +내일도착+ 연관상품,"199,000원",후기평점 4.6점,
B575454891,삼성전자 공식 셀러,삼성전자 RT25NARAHS8 일반냉장고 255L 2도어 연관상품,"409,000원",후기평점 4.7점,hs51987
B765792582,삼성전자 공식 셀러,SL-C513W 무선 레이저프린터 레이져 / 토너포함 (SU) /상품평이벤트 신세계 1만원 연관상품,"199,000원",후기평점 4.6점,
C267489865,삼성�
